Category,Prompt,Generated Text,i,MAX_LEN,simple_ttr,root_ttr,log_ttr,mass_ttr,msttr,mattr,hdd,mtld,mtld_ma_wrap,mtld_ma_bid
Indian defence,"Indian defence forces are currently engaged in fighting terrorists in Kashmir and have suffered a huge setback after the death of Lieutenant General D S Hooda on Saturday. The General is believed to have died in an operation against terrorists, the first major setback of the current campaign in over a year.
Lt Gen Hoodas death was not the only major blow suffered by the Indian forces. An official from the army said that they had suffered the biggest casualty in the last two years after an army officer was killed in a landmine blast on Tuesday. He said, ""We have lost a total of 16 personnel (in two days), including the GOC, who died - and another who suffered serious injuries.""
According to a report by NDTV, an officer at the military intelligence said the terrorists attacked the camp at Uri. There is no official confirmation on the incident yet as the details are still to be verified.",10,183,,0.559322033898305,7.4412956772280054,0.8877486331620622,0.04993447587551125,0.9028571428571428,0.8993464052287589,0.7967095153171941,72.56471460315012,75.00564971751412,72.37616648002987
Indian defence,"Indian defence minister Manohar Parrikar said that India is a peaceful country and would not allow anyone to destabilize its peace.
India would never allow any power to disrupt its peaceful environment, Defence Minister Man Mohan Parikkar said here Tuesday, while addressing the National Security Advisory Board (NSAB).
“We will never give any room for any country to disturb our peace,” Parikhkar told media. “India is not a country which is looking for power,” he added.",11,200,,0.6630434782608695,6.359689628740781,0.9091256245456979,0.046275047736260115,0.9333333333333332,0.9035294117647067,0.8137628668893943,92.0,69.34782608695652,72.425
Indian defence,"Indian defence minister Manohar Parrikar has said India’s relations with the US are on track, and the two countries are “in the same boat” when it comes to the threat posed by China.
He said he had discussed China with his US counterpart James Mattis during a meeting in New Delhi last week. He described the meeting as ""good"", adding that the focus was on the South China Sea issue.",12,193,,0.691358024691358,6.222222222222222,0.9160082524689487,0.04400964466590446,0.8933333333333334,0.8757894736842117,0.796805471837118,81.0,67.77777777777777,64.15238095238095
Indian defence,"Indian defence minister Manohar Parrikar on Friday announced that the country would procure 126 French Rafale fighter jets and will sign a ""letter of intent"" for the same by the end of this year.
""The letter of understanding for 'buy'.
The Rafales, with a price tag of around $15.8 billion, are the largest defence deal ever negotiated by an Indian government. It will help boost the sagging morale of the air force, which is currently using MiG 21 and MiGs 27s and has suffered a string of accidents. The Indian Navy is in a similar situation.",13,192,,0.6696428571428571,7.08683386892301,0.9150130648121322,0.041472861475777854,0.88,0.8631818181818184,0.8071442447945949,73.86868686868686,65.39285714285714,43.56775525525525
Indian defence,"Indian defence minister Rajnath Singh today held wide-ranging talks with his French counterpart Jean-Yves Le Drian, including on issues pertaining to India’s defence acquisition and defence exports.
The French minister is here on a two-day official visit to discuss ways and means for the two armies to work more closely together, especially on the “Make in India” programme for indigenously-built equipment. India is currently negotiating with France and Russia to acquire advanced Rafale aircraft for a deal worth over USD 20 billion. The French and Russian defence manufacturers are also competing for an order to supply 114 infantry combat vehicles, a tender worth about USD five billion, to the Indian army. A final decision is expected in the next few months. Both these deals have been in limbo due to delays in procurement procedures, but the talks between Singh and LeDrian will help push forward the process",14,181,,0.6331360946745562,8.23076923076923,0.9109007982688756,0.0399926987070802,0.9266666666666666,0.9211034482758617,0.8419088725971762,84.96360084889321,88.07100591715977,79.2752808988764
Indian defence,"Indian defence minister Nirmala Sitharaman said on 9th August that the military was not in a position to fight a two front war in the region.
“The Indian military is not yet at the stage to be in two places at a time,” Sushma Swaraj, the country’s foreign minister said in Washington DC, on August 8. This was a reference to Pakistan, which has been fighting against terrorists on two fronts since the 1980s. The Indian Army has fought two wars with Pakistan since then and it has never declared war on the neighbouring country. It also means that there is still a threat to its territory, Swara said. India is also at odds with the People's Republic of China on both economic and military front. While the economy is booming, its military spending is 1.9% of the national GDP in 2018, up from the previous year",15,186,,0.5240963855421686,6.752509573645096,0.8736147861750531,0.056927504793931785,0.8733333333333334,0.8636619718309854,0.773370009100377,63.95444951526271,56.72289156626506,48.410482868808806
Indian defence,"Indian defence minister Manohar Parrikar on Wednesday said that Pakistan was “not a friend” and it is a ‘biggest threat’ to peace in the region. The Indian Air Force chief, Air Chief Marshal Arup Raha, said he is not concerned about the Pakistan Air Forces (PAF) or its capability.
“Pakistan Air force has been making lot of noise. I am not worried about them. We are not at all concerned. But we would like to tell them that they are in a different league,” said the IAF chief. He also said his priority is to maintain air superiority in India’s strategic interests and to ensure that ” no enemy can come and disturb India or Indian interests anywhere in that region.”
The I-Day celebrations witnessed the display of India's military might. ""We are a big country. Pakistan is an old country,",16,182,,0.5470588235294118,7.132774396280545,0.8825501134262869,0.05265751008596809,0.8666666666666667,0.8635616438356158,0.7953734548140856,64.5786252354049,61.98235294117647,60.8515932688865
Indian defence,"Indian defence minister Nirmala Sitharaman on Thursday visited Balasore Naval Air Station where she inaugurated India’s second indigenous Aircraft Carrier, Vikrant. The aircraft carrier would soon be joined by Vikramaditya, which was acquired from Russia, she said. “We are building a strong navy and a very powerful Air Force. In a short span of seven years, we have acquired the strength to be able to protect our maritime boundaries,” Sthiraaman said while inspecting the aircraft, a P8-I long-range maritime reconnaissance and anti-submarine warfare jet.
She said the navy would acquire 57 warships under the ‘Make in India programme’ and was on track for 200 aircraft carriers by 2030. Sstiraman visited INS Viraat, the first aircraft that was inducted in 1987. She paid homage to the sailors who died on board and",17,185,,0.6346153846153846,7.926343613351813,0.9099506686008213,0.04105983374895539,0.9066666666666666,0.9045454545454547,0.8359167738695732,91.85205992509364,90.30128205128206,77.40277777777777
Indian defence,"Indian defence minister Rajnath Singh on Tuesday said that the Indian Air Force (IAF) has successfully test fired Astra, an air-to-air missile with a range capability of over 100km.
Speaking at the inauguration of ‘DefExpo India 2020’ here, Rajanth said India has become self reliant in manufacturing of weapons systems and the country is now exporting arms too. He added, “We have taken steps to increase the defence production in our country. In the last 10 years, we have been self-reliant in the field. We are manufacturing 70 per cent of our defence requirements. ”
The IAF test-fired the Astra on the third day of the five-day DefExposition. This comes a day earlier than scheduled as the IAC – the aircraft from which it was launched — took off at 7.25 a.m. on Monday to fly the missile to",18,193,,0.6047904191616766,7.815614648594782,0.9017440594876306,0.04420534143144228,0.8999999999999999,0.8772027972027975,0.8255396317474962,92.53521962365355,77.7185628742515,54.252308802308804
Indian defence,"Indian defence forces have been using the M-Tech, a 3-D printed rifle developed by an Indian firm, to fight terrorists and Maoists.
The weapon is designed by the Defence Research and Development Organisation (DRDO), a premier defence research body. The weapon has been used by Indian Army since 2016 and by Border Security Force since last year. ""M-tech rifles are currently being used in counter-insurgency and internal security operations in Jammu and Kashmir, North East, Assam, Chhattisgarh, Jharkhand. These rifles have proved to be very useful in tackling the Maoist menace,"" an official said.",19,188,,0.6,6.572670690061993,0.893299946775648,0.05131830302297178,0.8600000000000001,0.8770833333333341,0.780541266062192,60.28526776870419,62.13333333333333,62.996342737722046
Indian defence,"Indian defence minister AK Antony says that the Indian Army would take on Pakistan's military if the time comes. He says the military is well prepared for the challenge.
""We are ready if it (war) happens,"" he told CNN-IBN. Antoniy said, ""Our forces are capable, well equipped and fully prepared to give them a befitting response.""",20,195,,0.726027397260274,6.203180801394921,0.925376866513258,0.04004841838408936,0.88,0.8604081632653067,0.8089557129688334,68.27269696969697,65.79452054794521,47.901315789473685
Indian defence,"Indian defence minister to meet US counterpart on Afghan strategy
- by IANS Team
-.",21,197,,0.8888888888888888,3.771236166328254,0.9592498662725258,0.03246317716814846,0.8888888888888888,0.8888888888888888,0.0,45.359999999999985,23.0,0.0
Indian defence,"Indian defence minister Arun Jaitley on Friday called on the visiting Japanese Foreign Minister Fumio Kishida and discussed a range of bilateral and regional issues.
The Japanese minister was briefed on current security situation along the India-Pakistan and India’s Look East policy. The Japanese foreign minister arrived here on Thursday. On Saturday, JIT will begin the second round of questioning in the case, which was registered last month against the former PM, who is in custody in an anti-corruption jail.",22,199,,0.6989247311827957,6.740186015747764,0.9209698046785916,0.04014776728417422,0.8666666666666667,0.8602898550724641,0.8079875594085592,75.91437159048778,75.12903225806451,66.61904761904762
Indian defence,"Indian defence minister Manohar Parrikar on Monday (July 24,2017) announced that the Indian Air Force is all set to induct 16 Mirage 2000-H fighter planes to the force.
The Mirages are being bought from French company Dassault for an estimated cost of Rs 4,100 crore. Dassault has delivered the first three planes. The remaining planes are expected to be handed over by the French manufacturer in the next few months. It would be a big addition for the IAF, which currently operates over 300 fighter aircrafts. Mir.",23,180,,0.7373737373737373,7.336776051392248,0.9336991375802145,0.033222937037425855,0.8933333333333332,0.866666666666667,0.8246364680716575,93.24176866928693,89.4020618556701,54.98202614379085
Indian defence,"Indian defence forces will be equipped with the new generation of combat tanks - Arjun (T-90) and the light combat aircraft 'Hawk' to counter enemy attacks.
""The Indian Air Force will get 50 Hawk Advanced Jet Training Aircraft. The first aircraft is expected to arrive in India in the next 30 days. We are in talks with various countries on this issue. It is a big step forward in our defence,"" Defence Minister A.K. Antony told reporters here.",24,187,,0.7582417582417582,7.233165373381237,0.9386473904763016,0.031317668817097896,0.8933333333333334,0.8853731343283591,0.8516594688621029,105.39454545454545,96.0,0.0
Indian defence,"Indian defence minister Manohar Parrikar on Friday said the armed forces will take all necessary measures to maintain peace and stability in Jammu and Kashmir after the scrapping of special status of the Union Territory.
""The government has taken steps to address the concerns of people of J&K and all the measures will be taken, necessary steps will definitely be adopted to take care of any issue that may arise,"" Parikkar said.",25,186,,0.6582278481012658,5.850457084815324,0.9042890204881441,0.05043719071631174,0.8533333333333334,0.8320000000000002,0.7704519996991681,67.99721448467966,51.55696202531646,39.79874776386404
Indian defence,"Indian defence forces will soon get a new armoured personnel carrier (APC) which can travel at a speed of 110 km per hour.
The APC, to be manufactured by Defence Public Sector Heavy Engineering Factory in Ranchi, would cost the government Rs 150 crore. ""The new APC is a replacement for the one which is in service now. The first batch will be supplied in a year and a half,"" defence sources said.The factory is capable of manufacturing a variety of military equipment.",26,195,,0.6804123711340206,6.701284689881886,0.9158293850067599,0.04236551866605149,0.8666666666666666,0.8849315068493158,0.7995813867296206,66.19858870967742,67.3298969072165,50.43899782135076
Indian defence,"Indian defence minister Nirmala Sitharaman has asked for a report on the incident from the army and the government has said it ""condemns the brutal killing of unarmed civilians""
New Delhi, April 7 (PTI) India’s defence.
A statement by the defence ministry said: “The government strongly deplores this brutal incident and condemns this action which was not justified in any manner whatsoever. The Indian armed forces have the mandate to protect the sovereignty, integrity and security of the country.”
The army is looking into the circumstances and causes that led to the death of civilians, it said. ‘unlawful’.",27,193,,0.6050420168067226,6.600229178603121,0.894864115811257,0.050654543666988364,0.89,0.8812631578947377,0.7814788277720875,60.15938722294654,63.81512605042017,68.63309143686502
Indian defence,"Indian defence minister Manohar Parrikar today left for New Delhi after spending over two days in Srinagar to review the security situation in Jammu and Kashmir, which has been reeling under an unprecedented unrest for more than two weeks.
Parrikars two-day visit was significant as he has not visited the Valley since he took over as the defence and home minister in the NDA government. The last visit of Parikar to Sikh bastion was on January 3, 2015.",28,184,,0.7093023255813954,6.577799165409743,0.9228902891408833,0.03986031149807728,0.8933333333333332,0.9012903225806458,0.8324540687667621,86.0,78.5,69.1098901098901
Indian defence,"Indian defence minister Rajnath calls for cooperation in ‘war against terror’
Indian Defence Minister Raj Nath Singh on Saturday called for international cooperation and unity to defeat the “common enemy of peace, terrorism”. Singh was addressing the inaugural session of the third edition of Defence and Security Exhibition and Conference, organised by a leading Indian daily in New Delhi, The Indian Express.
Addressing the delegates, including the visiting chiefs of defence forces from around the world, Singh said the fight against terrorism is the topmost priority of both India and Pakistan, adding that the recent terror attack on a bus carrying CRPF personnel in Jammu and Kashmir is proof of this.. Singh also said that India has been working to strengthen the international anti-terror network and has taken a number of initiatives in this direction. He also called on the countries to make the most of technology to combat terrorism. The exhibition, which began on Friday, will remain open till Monday.",29,190,,0.5792349726775956,7.835745472118472,0.895182165244547,0.04632932629184135,0.8742857142857143,0.8875471698113206,0.8099887473964928,70.88604430441674,75.7431693989071,70.56931931931932
Indian defence,"Indian defence forces are all set to test a new missile system that could be deployed against Chinese forces if war breaks out.
The Indian Air Force’s BrahMos missile was first tested in 2000, and is a joint-venture between India and Russia. The weapon system is designed to carry 300 kilograms of warhead over a distance of more than 290 miles, which could prove useful if China attacks, according to the Economic Times. China and India have been in a tense stand off for some time, with the two nations fighting in the disputed region, Arunachal Pradesh. Beijing claims parts of Arunchal are theirs, but India disputes the claim. Both countries are also building roads in disputed regions. In response, a Chinese warship blocked a ship carrying supplies to India in January, leading to a standoff. Chinese troops remain near the border with India. India has been trying to",30,183,,0.5976331360946746,7.769230769230769,0.8996513914428166,0.04504206086843377,0.8866666666666666,0.8896551724137933,0.7975397346955475,56.333333333333336,65.99408284023669,65.71102497846684
Indian defence,"Indian defence minister Manohar Parrikar has said that he was confident that the Rafale deal could move forward despite the controversy over the pricing.
The minister said he believed the deal would be completed before he steps down in May next year. The Indian government is currently negotiating the purchase of 36 Rafal fighter jets for an estimated $8.6 billion (€7.7 billion).
“I am confident it will move,” he told Reuters in an interview. “In any case I don’t have the power.”
Parrik said the government would take a decision on the fighter after the election results were announced. It was unclear if the Indian prime minister, Narendra Modi, would announce the result before or after Parikar.",31,192,,0.5827338129496403,6.870330330407765,0.8905608205096683,0.05106785985675675,0.8719999999999999,0.8587826086956529,0.7862017320116536,52.651515151515156,58.31654676258993,63.13842739378566
Indian defence,"Indian defence and security sector is on the path of transformation and is in need of a paradigm shift that is based on a strong foundation of indigenous capabilities and technologies. In this context, the Department of Defence Production (DDP) is the nodal organization that facilitates the development of indigenously produced defence products and services by Indian industry.
The DDP is responsible to develop a robust industrial base for production of defence systems and products. The DPP is headed by a Secretary-level officer with support from a number of senior officials. DPIIT has been designated as Nodal Ministry by DDD for implementation of the Defence Industrial Park [DIP] Policy. Under the policy, DPD has identified 10 sites to set up DIPs. These DIPS will be set-up in the states of Gujarat, Karnataka, Maharashtra, Tamil Nadu, Uttar Pradesh, Haryana, Punjab,",32,181,,0.6073619631901841,7.754278454880778,0.9021093828682063,0.04425059472212753,0.8866666666666667,0.8926618705035969,0.7982927841268076,55.339506172839506,63.355828220858896,65.83429787234041
Indian defence,"Indian defence minister Nirmala Sitharaman said on Thursday the government is considering the possibility of procuring a new fighter aircraft as part of its plan for a ‘Make in India’ defence equipment programme.
“We are in talks with all the major players in the world and we have also started a discussion on the (possible) acquisition of a fifth-generation fighter,” she told journalists at an interactive session organised by India Today Group, a media company owned by TV 18 group. The defence ministry is planning to set up at least seven new aerospace and defence manufacturing facilities across India, which will eventually lead to an export-driven aerospace sector. Siting a recent example, Sittampalam also said India is in discussions with France to acquire an aircraft that is capable of carrying nuclear weapons, to “ensure that our security concerns are met”.
The minister further added:.”
India is",33,183,,0.6184971098265896,8.135059357585849,0.9067658502870539,0.04165872614625967,0.94,0.921610738255032,0.8420396164344687,94.69719463993059,91.75722543352602,108.29464285714286
Indian defence,"Indian defence and security think tank, Observer Research Foundation (ORF) is organising a seminar on “China and India: The Changing Power Equation in Asia”.
The seminar will be moderated by ORF Fellow Rajeev K Chandra and will see a panel conversation between Dr C Raja Mohan, Professor of International Relations at the Jawaharlal University & ORF Senior Adviser, Mr Rajiv Mathur, Director, Asian Centre; Dr Ramesh Thakur; and Dr Ashwani Rana, Research Fellow, ORF.
It will take up the topic: What does the changing power equation between China And India mean for the security of India?
Dr Chakrabandhu Mahapatra, the Executive Director of ORF will also be a part of the panel.",34,190,,0.6148148148148148,7.143502616338124,0.9008344705214077,0.04654929239029465,0.9039999999999999,0.8994594594594593,0.804577829159047,80.14595395757549,74.31111111111112,79.71973684210526
Indian defence,"Indian defence minister Rajnath Singh is in the US to attend the 2018 edition of the prestigious ""Defence One Summit"" to be held in Washington from August 29-31.
This will be the first visit to the United States for the Indian defence establishment under the leadership of Prime Minister Narendra Modi since he assumed office. Singh's visit comes as India is locked in a tense stand-off with China along Line of Actual Control in Ladakh sector. China has been claiming India' s Arunachal Pradesh as its territory. This is the third time a top government functionary will visit the USA since the Narendra Modi assumed power in New Delhi in May, 26, last year. In July, External Affairs Minister Sushma Swaraj visited Washington, and in September 21, Finance Minister Arjun S Meghwal visited for talks with officials of US-based financial institutions. (ANI)
(This story has not been edited by",35,199,,0.6228571428571429,8.239625511601155,0.9083334538769445,0.0408671382889572,0.8971428571428571,0.8932450331125831,0.8362344203486217,88.15352462157978,93.54857142857144,91.77497502497502
Indian defence,"Indian defence ministry on Tuesday clarified that it is yet to take a stand on the proposed sale of 126 fighter aircraft and 22 helicopters to South Korean.
""I wish to clarify that the Indian Army is only interested in buying 15 helicopters and not the ""126"" as mentioned in your report, said Defence Ministry in a clarification. (ANI)",36,198,,0.75,6.18465843842649,0.9318209391823413,0.03720530925929978,0.9199999999999999,0.9127272727272733,0.8328344906483619,76.16000000000001,71.0,0.0
Indian defence,"Indian defence budget 2002-2003
Published
2001 by Defence Planning Staff, Ministry of Defence, Govt. of India in [New Delhi].
Written in English
The Indian Armed Forces is the military forces of the Republic of 1st Chief of Army Staff was Lt. Gen. K.S. Thimayya who served the Indian Army from July 3, to July. 2) The budget for the Defence Services was Rs. lakh in and is estimated to be Rs, lakhs in the current financial year of As a percentage of GDP, the budget has remained more or less constant from the years -, except for one increase in to % of. Indian Defence Budget: The Defence Expenditure is one of highest in South-East Asia ; it accounts for approximately 14 – 15 per cent of total Government Expense. The share of defence in GDP has",37,188,,0.5740740740740741,7.306770072260991,0.8909117772894658,0.049372021458344996,0.8533333333333334,0.8321739130434781,0.7743049646900013,48.7723049851235,52.41975308641975,41.25757575757576
Indian defence,"Indian defence forces will now be provided a ‘digital’ security platform that will protect its critical infrastructure, a senior official said on Saturday.
In order to make the security forces “digitally enabled”, the Defence Ministry has approved a proposal to provide 24X7 monitoring of critical information infrastructure and networks, including defence and sensitive government networks.. The move aims to help the Armed Forces defend themselves in case of any cyber attack. It will also help in the creation of an indigenous capability to protect the countrys critical digital infrastructure.",38,188,,0.6534653465346535,6.567245455385929,0.907810473580864,0.04599538159150191,0.88,0.8987012987012994,0.8161506944403683,70.91186321170457,69.38613861386139,81.30416666666667
Indian defence,"Indian defence minister Nirmala Sitharaman has announced a number of new measures to strengthen the defence forces of India.
The measures include a Rs1,800 crore (USD 290 million) project to upgrade the Indian Army’s anti-tank weaponry. The government has also approved procurement of 3,600 assault rifles for the Army. ‘Achilles’ is the name chosen for India’ Army's next-generation assault rifle. In addition, India will also procure 4,300 light machine guns. This is also part of a government plan to equip the armed forces with new generation guns, ammunition and communication equipment. These measures, according to Sthitaraman, are in line with the vision of Prime Minister Narendra Modi of building a new India that is a global force to be reckoned with, with an aim of transforming the security situation in the country. Defence Minister Nitham Lal 'Nitin' G",39,193,,0.5792682926829268,7.418253689708789,0.8929404242344837,0.04833730190951623,0.8533333333333334,0.8788571428571424,0.8020637238784446,64.17414138740097,58.890243902439025,51.10903372357156
Indian defence,"Indian defence forces have deployed over 2,000 personnel in Arunachal Pradesh to maintain law and order after clashes erupted between two ethnic groups over grazing land
Indian armed forces will remain stationed in the remote region, which has seen violent clashes since the beginning of the year, a defence ministry official said on Tuesday.
“A number of people from the state’s Bodo and Moran communities continue to live in camps in Assam and Ar unachalam Pradesh and they have been given a three-month ultimatum to return to their villages by July 31,” said the official, who asked not to be named in accordance with military rules.",40,183,,0.7058823529411765,7.700267375036975,0.9271191265992071,0.035114056562659264,0.9199999999999999,0.9174736842105268,0.856447833807359,119.0,106.10924369747899,101.96428571428572
Indian defence,"Indian defence ministry has decided to buy 300 new armoured vehicles for the Army.
The vehicles are meant for replacing the 30-year-old fleet that is now in use and have not been upgraded or replaced in the last two decades. The army wants at least 4000 such vehicles, which can be used to carry personnel and weapons. These vehicles will also be capable of crossing rough terrain. A total of Rs 1000 crore has been approved from the current fiscal.",41,180,,0.7032967032967034,6.709022955020277,0.9219713177391854,0.03983003246723921,0.88,0.866865671641792,0.8077888519748978,75.25605536332179,70.81318681318682,49.98571428571428
Indian defence,"Indian defence minister says Pakistan must act against terrorists (Lead)February 27th, 2011 - 8:26 pm ICT by IANS
By Arun Kumar
Bangalore, Feb 26 (.
“I have been talking about these issues in the parliament for the past five years, that Pakistan has to do something on these lines,” he had told Ians in an interview here Febraury 18.
He had said that there should be no more talk about dialogue. “There should either be peace or war.” — I.",42,183,,0.6907216494845361,6.802819306395248,0.9191165604010534,0.04071098768113819,0.9066666666666667,0.8805479452054806,0.832550949923613,69.49101165385568,78.17525773195877,62.05320945945946
Indian defence,"Indian defence ministry on Friday said that the first batch of Indian armed forces personnel have started taking Covid vaccines.
In a statement, the ministry spokesperson said, ''The 1st batch comprising of personnel of Western Naval Command, Western Air Command and Western Army Command have taken COVID vaccine under the aegis of MoD and Indian Air Force. ''.
''We thank all the armed force personnel for their exemplary courage & commitment in serving the Nation in the present situation,'' he said.",43,183,,0.5851063829787234,5.672816854423363,0.8820323965926451,0.05978710563136563,0.84,0.8394285714285722,0.7538562358683473,53.61205441258155,44.6063829787234,34.183035714285715
