Prompt,Generated Text,i,MAX_LEN,simple_ttr,root_ttr,log_ttr,mass_ttr,msttr,mattr,hdd,mtld,mtld_ma_wrap,mtld_ma_bid
Indian defense,"Indian defense ministry approves $3.4 billion for 83 Apache attack helicopters
The Indian government has approved a $2.6 billion deal with Boeing for the purchase of 22 Apache AH-64E attack and 61 Chinook CH-47F heavy-lift hel...
India’s Defence Ministry Approves Procurement of Apache and Ch...",10,187,0.7407407407407407,5.443310539518174,0.924766660145252,0.043427390238600275,0.8999999999999999,0.9266666666666666,0.7928291135838302,58.32,54.471698113207545,0.0
Indian defense,"Indian defense minister Nirmala Sitharaman on Saturday said that the government has taken a decision to ban the import of 101 defense items, which will help the country to save Rs 20,00 crore in the coming years.
“We have taken the decision that we will not import 34 weapons and 67 other items. This will save the exchequer RS 8,466 cr over the next four years,” she said while addressing the media.",11,185,0.6875,6.149186938124421,0.9144931145610675,0.044930552955136996,0.9066666666666666,0.9021428571428582,0.800676204322814,73.3774834437086,66.425,57.79047619047619
Indian defense,"Indian defense minister Manohar Parrikar on Monday said that the Indian Air Force (IAF) will have a new fighter jet in the next two years.
Parrikars comments came at a time when the IAF is looking to procure 110 multi-role fighters to replace its ageing MiG-21 and MiGP-17 jets. The IAC is currently operating a fleet of 26 Mi-35 helicopters for attack and transport roles. It is also looking at procuring 42 Apache attack helos and 80 Chinook heavy-lift heloes.",12,192,0.7582417582417582,7.233165373381237,0.9386473904763016,0.031317668817097896,0.9333333333333332,0.9367164179104488,0.867565767565767,105.39454545454545,96.0,0.0
Indian defense,"Indian defense minister Manohar Parrikar has said that he will be visiting the United States to discuss the purchase of the F-18 Super Hornet fighter jets.
Indian defense Minister Manokar parrikkar has confirmed that India is in talks with the US to purchase F/A- 15E Super Eagle jet fighters. The Indian government has also expressed interest in purchasing the Boeing F 35 Joint Strike Fighter. Indian Air Force is also in the process of purchases 500 multi-role combat aircraft.",13,182,0.6704545454545454,6.289421132490507,0.910705987255712,0.0459217323060784,0.9466666666666667,0.9231250000000012,0.7949434043448761,65.27866236262739,66.8409090909091,57.10416666666667
Indian defense,"Indian defense minister Manohar Parrikar has said that the country is likely to receive the first Rafale fighter jets in the next two years.
The Rafales will be equipped with an advanced medium-range missile system, as well as an electronic warfare system and a laser designation pod. The Rafal fighters will also be capable of carrying out nuclear strikes.",14,200,0.803030303030303,6.523849021904635,0.9476417886481492,0.02877545869001416,0.9,0.9009523809523811,0.8547568918536655,93.82153846153845,74.0,0.0
Indian defense,"Indian defense minister to visit Russia next month
MOSCOW, May 25 (RIA Novosti) - Indian Defense Minister A.K. Antony will visit Moscow next week to discuss military and technical cooperation with his Russian counterpart, Sergei Ivanov, the Indian Embassy said on Monday.
The visit will take place on June 4-5. Ivanova will also visit India on the same days. During the visit, Antoni and Ivanove will discuss the implementation of the agreements reached during Russian President Vladimir Putin's visit to India in December 1998. They will exchange views on international security issues and the situation in the Middle East.",15,182,0.6608695652173913,7.087036542626385,0.9127071205927247,0.04236083413000325,0.8999999999999999,0.8879120879120878,0.8057605654774285,69.04752867746288,68.4695652173913,47.85474060822898
Indian defense,"Indian defense minister visits Sri Lanka
Indian Defense Minister Manohar Parrikar is in Sri lanka on a two-day official visit.
During the visit, he will hold discussions with Sri-Lankan President Maithripala Sirisena, Prime Minister Ranil Wickremesinghe and Defence Minister Karu Jayasuriya.",16,183,0.803921568627451,5.74114834451484,0.9444905277071527,0.032507871752419044,0.9,0.9037037037037043,0.8303561424569832,72.82800000000002,57.0,0.0
Indian defense,"Indian defense minister says Pakistan must be held accountable for 26/11 attacks
Indian defense Minister Nirmala Sitharaman on Wednesday said that Pakistan should be made account for the 166 people killed in the Mumbai terror attack in 02008.
Sitharman said, “The world is watching and we are watching. It is not just about the perpetrators. The entire nation is waiting for justice.”
“Pakistan has to be brought to account,” she added. “We have to ensure that we don’t let the world forget about this.”",17,190,0.5588235294117647,5.643840994967044,0.8741783857024473,0.06264144356175357,0.8200000000000001,0.8041025641025634,0.7371436979405417,38.587530445372295,43.411764705882355,33.534383561643835
Indian defense,"Indian defense minister to visit China
Nepalese Prime Minister to Visit China",18,189,0.7692307692307693,2.773500981126146,0.8977117175026231,0.0918253897611137,0.7692307692307693,0.7692307692307693,0.0,14.38666666666667,13.076923076923077,10.0
Indian defense,"Indian defense forces are one of the strongest and best trained forces in the world. India is the only country in South Asia with a nuclear weapons capability. The Indian Armed Forces are the military forces of India. It consists of four professional uniformed services: the Indian Army, Indian Navy, and Indian Air Force, as well as several inter-service institutions, schools,and auxiliary forces, under the management of Ministry of Defence (MoD).
The President ofIndia is commander-in-chief of Indian armed forces.
Indian Army is largest among the three branches of armed force of india. Indian army has been the primary military arm of union government.It is a land based service branch of army. Army has 1,231 battalions, with 30 active field and 74 training battalion. Total number of active personnel are 2",19,182,0.525,6.640783086353596,0.8730374485980384,0.057602377547965385,0.8133333333333334,0.8132352941176474,0.7472362663793206,44.91566550275196,42.2125,36.638827351942105
Indian defense,"Indian defense forces are the most powerful in the world. Indian military forces have been successful in winning many wars against neighboring countries. The Indian government has also been able to increase the defense budget for the last few years.
In the next five years, the Indian army is going to be the largest in terms of number. It is also the second largest army in Asia. In the year 2022, India will be able of having the highest number of soldiers in its military. There are many reasons why India is able
to have such a strong military force. These reasons include:
India has a large population. India has more than 1.2 billion people, which is the third largest population in
the world after China and the United States. This large number means that India can produce more soldiers
than any other country. If India were to have a smaller population, it would not be possible for it to
",20,188,0.4530386740331492,6.095011999226764,0.8476910193004812,0.06746265052736482,0.8114285714285714,0.8236942675159231,0.7213528285449298,37.48049713193117,41.94475138121547,37.8482035142932
Indian defense,"Indian defense minister Rajnath Singh. Singh, who was in the US on a visit, said that the decision to buy the S-400 missile system was taken by the previous government.
The United States has said it is ready to talk to India about its purchase of the Russian S4 missiles. The United Nations has imposed sanctions on Russia over the Ukraine crisis and the United Kingdom has also impressed upon India to cancel the deal. However, India has already signed the contract. India’s defense ministry said the purchase was part of a long-term plan to modernize its air defense system.",21,193,0.6017699115044248,6.396901905008462,0.8925664377426576,0.05232803578369944,0.8300000000000001,0.8444943820224721,0.7586021268970504,61.02900997980613,52.8141592920354,51.22634822804314
Indian defense,"Indian defense minister Manohar Parrikar is greeted by a Chinese soldier as he arrives at the Chinese border town of Nathu La in Sikkim, India, on May 11, 2015.
(Ashwini Bhatia/AP)
India and China are the world’s two most populous nations, but they are also the two countries with the largest number of poor people. More than 40 percent of Indians and nearly 800 million Chinese live in poverty. But while China has made remarkable progress in reducing poverity, the same cannot be said of India. The Chinese government has lifted 682 million people out of povertiy since 90s, while India has not even managed to lift 303 million. This is a result of the policies of successive Indian governments,",22,182,0.65,7.6909037180295,0.9128259636671585,0.040619215109079926,0.9119999999999999,0.9037931034482758,0.8258661899000463,83.5022364985877,81.13571428571429,70.59037745879851
Indian defense,"Indian defense ministry approves 36 Rafale jets deal
India has approved the purchase of 18 additional Rafales jests from France, a defense official said on Monday.
The deal, worth around $8.7 billion, comes after India’s government inked a $7.87-billion contract for 28 fighter jesets in September 4, 6 years after the first deal was signed. The first of the 5 Rafal jeste was delivered to India in October 8, last year.",23,185,0.6976744186046512,6.469966392206305,0.9191794644449479,0.041778547562598294,0.8933333333333334,0.9006451612903231,0.8200836961290546,74.6842105263158,72.67441860465117,63.13333333333334
Indian defense,"Indian defense minister says no plan to buy Russian missiles
India's Defense Minister AK Antony said on Wednesday that India has no plans to purchase Russian S-400 Triumf missile systems, according to a statement by the Defence Ministry.
""Indian Defenсe Minister Mr. A.K. Antonyo denied the information in the media that the Indian government has approved the purchase of S 4 0 1 T r i u m f missi les from Russia,"" the statement said.",24,181,0.7294117647058823,6.724844192378342,0.9289800496979629,0.0368089839668929,0.8933333333333332,0.9127868852459028,0.8435782032580993,87.95652173913044,83.20238095238095,0.0
Indian defense,"Indian defense minister meets Russian counterpart
The Russian Defense Ministry says Defence Minister Sergei Shoigu has met with his Indian counterparts.
Shoigu and his counter-part AK Antony met in the Russian capital on Friday. The two sides discussed the current situation in Afghanistan and the situation around Iran. They also discussed cooperation between the two countries in space exploration. Antoniy also met Russian President Dmitry Medvedev.",25,196,0.6533333333333333,5.658032638058332,0.9014084569008729,0.05258043831634066,0.8266666666666667,0.8211764705882354,0.7600661850903018,45.73724668064291,47.12,40.198095238095235
Indian defense,"Indian defense minister to visit Israel next week
Indian Defense Minister A.K. Antony will visit Jerusalem and Tel Aviv next Wednesday for talks with his Israeli counterpart, Ehud Barak, the Indian Defence Ministry said on Sunday.
The visit will focus on ""strengthening the strategic partnership between India and Israel,"" the ministry said in a statement. The two countries have a long-standing defense relationship, with India among Israel's top arms clients.",26,182,0.7023809523809523,6.437427761961776,0.9202676682480261,0.04143490621631615,0.88,0.8906666666666677,0.8235508170247122,84.0,73.70238095238095,66.35
Indian defense,"Indian defense minister Manohar Parrikar on Wednesday said that India will not be a part of any military alliance with the United States or any other country in the Asia Pacific region.
India will neither be part nor a member of the US-led Trans-Pacific Partnership (TPP) or the Regional Comprehensive Economic Partner (RCEP).
The statement came after US Defense Secretary Ashton Carter made a statement on Tuesday that the two countries would cooperate more closely on security and defense in Asia. Carter also said Washington would be happy to have India as a partner in any future military pacts in East Asia, including the proposed TPP.",27,183,0.6363636363636364,7.0,0.9057537814786245,0.045250086669783,0.9099999999999999,0.9142268041237114,0.83322752315569,88.92152704135736,78.53719008264463,73.74712643678161
Indian defense,"Indian defense minister Rajnath Singh meets with his Chinese counterpart Wei Fenghe in Beijing, China, on March 13, 2023. (Reuters)
China’s defense ministry said on Wednesday that Indian Defense Minister Rajanth Singh and his counterparts from 43 countries had agreed to maintain open and inclusive security dialogue and cooperation.
The meeting was held in New Delhi from March1-2, and was attended by 77 countries, including the United States, Britain, Japan, Australia and France. China was the only major power that was not represented at the meeting.",28,196,0.6857142857142857,7.026480525229439,0.9189305016041449,0.04010979992480647,0.8999999999999999,0.8849382716049387,0.8188817780375559,64.50797872340426,79.79047619047618,69.22083333333333
Indian defense,"Indian defense minister says India, Russia will sign new nuclear deal
India’s defense ministry said on Thursday that India and Russia would sign a new agreement to cooperate on the development of nuclear power.
Defense Minister Rajnath Singh said that the agreement would be signed in the coming days. The two countries had previously agreed to sign the deal at the BRICS summit in October, but it was not signed. Singh did not elaborate on what the new deal would include. India is currently the world’ s third-largest consumer of electricity and is expected to grow by 5 percent per year. It is also the fourth-biggest producer of coal. In 2017, India signed a nuclear cooperation agreement with Russia, which has since been ratified by the Indian parliament. A joint statement issued after the two leaders met in New Delhi in November said the countries would co-oper",29,190,0.5476190476190477,7.097954098256228,0.8824786035236047,0.05281126423256109,0.8666666666666667,0.8958333333333326,0.7956300008725657,71.4921630094044,69.44047619047619,62.78222996515679
Indian defense,"Indian defense minister Manohar Parrikar has said that the country’s military is capable of dealing with any situation on the border with Pakistan.
“We are ready for any eventuality. I have full faith in our forces,” he said. “We have the capability to deal with the situation. We are not scared of anyone.”
The defense chief’ comments come a day after the Indian Air Force (IAF) carried out an airstrike on a Jaish-e-Mohammad (JeM) terrorist camp in Balakot, Pakistan, killing a large number of terrorists and destroying their infrastructure. The Indian Army later claimed that it had killed 350 terror camps in Pakistan-occupied Kashmir. Pakistan rejected the claim. Islamabad has warned India of “consequences” of the airdrop. On Wednesday, the Pakistan",30,188,0.577922077922078,7.1718243798258845,0.8911412760924642,0.04976351669295753,0.8666666666666667,0.8670769230769234,0.7970086524689541,63.797701775900435,61.14935064935065,66.71449364855329
Indian defense,"Indian defense minister Nirmala Sitharaman with Chinese President Xi Jinping and Russian President Vladimir Putin at the BRICS summit in Johannesburg, South Africa, July 26, 1018. (AP/Alexander Joe)
BRICs sumit: China, India and Russia to challenge US
The BRIICS nations are growing in economic and political power
By: Alexandra Ulmer and Praveen Menon
JOHANNESBURG (Reuters) - The BRIIICS group of emerging powers is ready to take on the United States, Russia's Vladimir Poutine said on Wednesday, as the five countries launched a new development bank to counter Western domination of global finance.
Russia, China and India are seeking to reshape the global order, while Brazil and South African are also important players in the group, which has been",31,190,0.6713286713286714,8.02792329606807,0.9197040269279594,0.03725450309199976,0.9120000000000001,0.9065546218487393,0.8342294174604157,91.26103987135613,101.62237762237763,90.24842767295598
Indian defense,"Indian defense minister says there are no plans to relocate embassy in Israel
The defense ministry of India said on Wednesday that there were no current plans for the relocation of the Indian embassador in Tel Aviv to Jerusalem, which has been a source of contention between India and Israel.
“There is no plan to shift the embossy from Tel-Aviv,” the defense department said in a statement. “There are plans under consideration to upgrade the facility in Jerusalem. The decision to this effect is yet to be taken.”
India and other countries have been under pressure from the Palestinian Authority to move their embattlements from Jerusalem to TelAvive, as a show of support for Palestinians. India, however, has not agreed to the move. It has also expressed its opposition to Israel’s decision in 2017 to recognize Jerusalem as its capital.",32,198,0.48148148148148145,6.128258770283412,0.8563393279688319,0.06501909744247916,0.8666666666666667,0.8689855072463776,0.7459631943309925,44.798365321462455,49.623456790123456,46.91593770002134
Indian defense,"Indian defense minister Nirmala Sitharaman said that India is “fully prepared” to respond to any military threat from Pakistan.
India’s Defence Minister Niramala Singh said on Friday that the country is fully prepared to deal with any threat to its security. Singh’ s comments came after the Indian Air Force (IAF) shot down a Pakistani fighter jet on Wednesday, which India said had violated its airspace. “We are fully ready to face any challenge to our security,” Singh told a press conference in New Delhi. Pakistan’ Sartaj Aziz said the downed jet was a “violation of international law”.
Singh said India’ ties with China and Russia are “very good”, and that she is ready for talks with Pakistan on the issue of Kashmir. She also said her country would continue to",33,181,0.5833333333333334,7.285830998131464,0.8932649762767676,0.04866801631029878,0.9066666666666666,0.9251515151515151,0.8096036178783097,78.0,69.92307692307692,74.44799094510469
Indian defense,"Indian defense minister Rajnath Singh visits Ladakh amid border tensions with China
Indian defense Minister Rajanth Singh, who is on a three-day visit to Ladak, will be visiting the border areas on Tuesday.
Singh arrived in the region on Monday, and will visit the forward areas along the Line of Actual Control (LAC) with the Chinese troops. He will also meet the soldiers posted there and review the security situation. The defense ministry said that Singh would be briefed on the situation by the Army and the Indo-Tibetan Border Police (ITBP).
The minister’s visit comes after China’ last month said it would not hesitate to use force against India if the latter tries to unilaterally change the status quo at the LAC. China and India have been locked in a border standoff since April-May last year when 2",34,190,0.6024844720496895,7.644670940519276,0.9002847736400075,0.045184908987605805,0.8666666666666667,0.8794160583941603,0.8162119457833334,79.67857142857143,77.01242236024845,64.75693191140279
Indian defense,"Indian defense minister calls for more military ties with Russia
Apr 17, 2012 - 5:41 am.- Indian Defense Minister A.K. Antony called for closer military cooperation with the Russian Federation during a visit to Moscow.
Christian leaders: US must support Middle East peace
Sep 9,22,11 3:52 pm
Mar 7 -1:00 pm.
May 4 -2:25 pm",35,196,0.828125,6.625,0.9546534090938666,0.025106352389741366,0.94,0.9380000000000004,0.8708135025559668,104.26181818181819,74.0,0.0
Indian defense,"Indian defense minister says Kashmir will be 'integral part of India'
Indian Defense Minister Nirmala Sitharaman speaks to the media in New Delhi, India, Aug. 10, 2019. (AP Photo)
by Daily Sabah Aug 07,
New Delh: India’s defense ministry on Wednesday said that the Kargil region is an integral part and will remain a part ""of India forever.""
The statement came in response to Pakistan's Foreign Minister Shah Mahmood Qureshi' s remarks that Pakistan would not allow India to change the status of Kartarpur and Khalistan.
""Kargill is a small part in India. It will always remain an important part, an essential part. The entire Katchi (Kashmiri) region will continue to be an indivisible, integral and inseparable part forever",36,197,0.5675675675675675,6.904757466825006,0.8866577115616167,0.052225170648488646,0.9040000000000001,0.9080645161290327,0.8007302554787042,77.19035596584888,73.00675675675676,76.72972972972973
Indian defense,"Indian defense minister Manohar Parrikar has announced that India is planning to buy 200 of the S-40...
S-30VM Air Defense Missile System
The S3-0V missile system is a Russian-made short-range surface-to-air missiles (SAM) system. The SAM system was first...
Saab 9LV Fire Control System (FCS)
90Lv is the fire control system (FSC) of Saab. It is currently used in the Bofors 48-caliber 57mm/70mm gun, 77-...",37,192,0.6595744680851063,6.394811726804519,0.9084011896280737,0.046423150027919836,0.8266666666666667,0.8297142857142858,0.7877283820415353,59.36779688452164,54.93617021276596,34.474444444444444
Indian defense,"Indian defense minister to visit Sri Lanka
Indian defense Minister Manohar Parrikar will visit Colombo on October 13 to hold talks with his Sri lankan counterpart, the Defense Ministry said in a statement on Monday.
The Indian minister will hold discussions with SriLankans Defence Secretary Gotabaya Rajapaksa on bilateral security cooperation, including the proposed joint naval exercise between the two countries. Parikar is also expected to meet Sri Lanakan President Maithripala Sirisena.",38,182,0.7341772151898734,6.525509825370939,0.9292805744904049,0.037267293365581045,0.9066666666666666,0.9454545454545462,0.8363775908745924,74.078196915777,75.24050632911393,46.0
Indian defense,"Indian defense minister to visit Russia
June 28, 1990|By John Fairhall | John
India's defense chief is scheduled to arrive in Moscow tomorrow for talks with Soviet Defense Minister Dmitry Yazov, a spokesman for the Soviet Foreign Ministry said.
The talkthe first visit to Moscow by an Indian minister of defense since 50 years ago -- will center on ""strengthening military cooperation and improving the military-technical relations between the two countries,"" said the spokesperson, Yuri Shtemenko. The two ministers will also discuss ""the current situation in South Asia,"" he said, apparently a reference to the escalating tension between India and Pakistan over Kashmir.",39,189,0.6557377049180327,7.242859683401482,0.9121580846274567,0.042102955626850964,0.8599999999999999,0.8889795918367354,0.8279332353876222,79.0542148940817,74.31147540983606,61.517946388005456
Indian defense,"Indian defense minister to visit Bangladesh
Indian defense Minister Manohar Parrikar will pay a three-day visit to Bangaldesh from February 13 to 20.
The visit will include a bilateral meeting with Bangladshh Defence Minister Mahmud Ali, a statement from the Bangldesh ministry of defence said.",40,188,0.7307692307692307,5.269651864139677,0.9206180177193294,0.046259806296487446,0.8600000000000001,0.8814285714285719,0.7742835595776776,53.04,50.38461538461539,46.0
Indian defense,"Indian defense minister Nirmala Sitharaman on Saturday said that India will not hesitate to retaliate if Pakistan violates the ceasefire.
“We have given a very clear message that if they violate the agreement, we will retailiate in a strong manner. If they do not understand, they should understand that we are not going to be a pushover,” Sitaraman said.",41,192,0.6470588235294118,5.335783750799325,0.8968320236211829,0.05629875831079012,0.94,0.8590909090909089,0.7556602016654688,50.542743953294405,46.88235294117647,38.26470588235294
Indian defense,"Indian defense minister Manohar Parrikar on Saturday said that the government is not planning to re-introduce the death penalty in the country.
“The government has no such plans. We are not going to bring back the (death) penalty,” Parikkar told reporters in New Delhi. “The death sentence is a very emotional issue. It has to be very carefully decided. I am not in favour of bringing back death,” he added.",42,197,0.6091954022988506,5.682196434640312,0.8890223014145279,0.05721917863699315,0.88,0.8615873015873023,0.7415277818260568,47.47070844686648,50.50574712643678,43.088095238095235
Indian defense,"Indian defense minister Rajnath Singh on Sunday said that the country has “no plans” to purchase the Russian S-400 missile system, even as the US has threatened to impose sanctions on India if it does so.
“We are not buying S4-0 from Russia,” Singh said, according to a tweet by India’s Defense Ministry. “India has its own air defense requirements.”
The S 4 0 1 is a Russian air and missiles defense system. It is the most advanced long-range anti-aircraft missility system in the world. The US is currently developing its missle defense systems, which it has said will be operational by 2022. India is one of the largest importers of US military equipment.",43,193,0.5857142857142857,6.930264888773836,0.8917519460943515,0.05043876791416082,0.9119999999999999,0.8831034482758625,0.792468479152206,66.84115523465704,66.13571428571429,61.383620689655174
Indian defense,"Indian defense ministry denies reports that it has blocked US F-16 deal
India has denied reports in the US media that the country's Ministry of Defense has put a block on the sale of F18 fighter jets to India.
The reports said that India has asked the Pentagon to delay the $10 billion deal. The US had earlier agreed to sell 24 F/A- 1 8E/F Super Hornet fighters to the Indian Navy and 40 to Indian Air Force. However, the deal is yet to be finalized.",44,184,0.6060606060606061,6.030226891555272,0.891020190061458,0.05460908398166401,0.8000000000000002,0.8208000000000003,0.7553176389083155,43.21827411167513,46.26262626262626,43.43652037617555
Indian defense,"Indian defense minister Manohar Parrikar on Wednesday said that India’s nuclear deterrence is aimed at Pakistan and not at China, asserting that New Delhi’ s nuclear weapons are “primarily directed” against Islamabad.
“The nuclear doctrine of India is primarily directed against Pakistan. We have not developed any nuclear weapon against China,” Parikar told reporters in New York, where he is attending the UN General Assembly. He said India has developed its nuclear capability to duly respond to threats from Pakistan, which has a nuclear arsenal of 120-130 warheads.",45,192,0.6285714285714286,6.440940481460319,0.900234300854028,0.0493598987447043,0.87,0.8780246913580247,0.8048642639569741,70.53185447786879,62.476190476190474,42.64571068124474
Indian defense,"Indian defense minister says Pakistan has lost the war on terror
Indian defense Minister Manohar Parrikar said on Wednesday that Pakistan had lost its war against terrorism.
“Pakistan has been declared as a state sponsor of terror. They have lost that war,” Parikkar said at an event in New Delhi. “We are trying to bring peace in the region and we are doing that by taking steps which are in our interest.”
Parrikkar was referring to a decision by the Financial Action Task Force (FATF), a global anti-money laundering and terror financing watchdog, to put Pakistan on its grey list in June. The decision came after the FATC found that Islamabad was not doing enough to combat terrorist finanacing. India had pushed for Pakistan’s inclusion on the greylist.",46,180,0.5933333333333334,7.266819570256762,0.8958218082686725,0.04787399944639076,0.8866666666666667,0.9022222222222213,0.812607348425755,65.97769028871392,67.07333333333334,64.82016129032257
